koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err2,koi_teq,koi_insol,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err2,koi_srad_err1,ra,dec,koi_kepmag
0,0,1,0,1.27620899,131.6866,0.0102,0.276,0.185,-0.276,2.169,0.246,-0.246,186.2,18.5,-18.5,1.46,-0.18,1851,2769.8,-919.23,11.4,3,6304,169,4.435,-0.195,0.32,295.69138,48.90377,15.534
0,1,1,1,0.70544824,133.807063,0.000657,1.2,0.278,-0.144,2.9423,0.0428,-0.0428,462.4,4.9,-4.9,20.03,-1.94,1868,2899.07,-806.36,118.2,1,5717,155,4.564,-0.168,0.199,289.95078,50.657249,14.351
1,0,0,0,1.036592635,132.089146,0.000164,0.898,0.127,-0.093,2.40749,0.00794,-0.00794,124500,320,-320,463.05,-119.4,4194,73013.77,-35125.08,444.7,1,4884,58,2.737,-0.108,1.504,294.3616,50.30526,14.441
0,0,0,0,13.57078281,136.279194,0.000957,0.866,0.015,-0.621,3.3539,0.0489,-0.0489,511.7,6.3,-6.3,2.64,-0.27,785,89.61,-22.92,88.4,1,5854,105,4.406,-0.11,0.154,300.86398,44.337551,12.882
0,0,0,0,43.0343364,137.69007,0.00292,0.882,0.036,-0.611,6.571,0.135,-0.135,541.6,12.2,-12.2,2.5,-0.18,484,13.01,-2.63,50,1,5550,110,4.476,-0.096,0.11,296.95886,46.394131,13.534
0,1,0,0,7.4413445,137.3429,0.0179,1.286,47.36,-0.518,2.8754,0.055,-0.055,2234,40,-40,43.5,-6.73,1136,393.59,-153.26,66.4,1,6540,183,4.321,-0.195,0.34,287.3717,46.564838,14.114
0,0,0,0,5.132486123,132.15985,0.00176,0.217,0.222,-0.217,1.4575,0.0461,-0.0461,908.4,31,-31,1.69,-0.08,584,27.41,-4.42,35.4,1,3879,77,4.707,-0.036,0.032,291.09274,49.19006,15.535
0,0,0,0,16.473474,142.68604,0.00756,0.014,0.443,-0.014,4.201,0.304,-0.304,470.5,43.1,-43.1,1.63,-0.2,612,33.22,-10.57,13,1,5364,194,4.529,-0.081,0.102,295.56357,39.417599,15.889
1,0,1,1,0.93374894,131.526,0.0153,0.457,0.028,-0.457,4.637,0.67,-0.67,226.2,40.6,-40.6,0.18,0,433,8.36,0,9.3,1,2661,0,5.283,0,0,292.11115,47.452293,13.81
0,0,0,0,47.3128645,146.3073,0.0139,0.967,0.012,-0.673,11.444,0.574,-0.574,217.4,14.4,-14.4,3.71,-0.92,658,44.26,-20.63,17.6,1,5749,77,4.002,-0.062,0.201,286.35922,42.227482,14.553
0,0,0,0,2.785821236,260.83731,0.00138,0.893,0.005,-0.644,3.5599,0.0416,-0.0416,68.9,1.5,-1.5,1.69,-0.09,1784,2388.98,-366.72,53.6,1,6202,74,4.026,-0.027,0.118,287.36182,38.714016,8.224
0,0,1,0,44.637111,157.2998,0.0203,0.029,0.436,-0.029,5.868,0.428,-0.428,282.5,34.9,-34.9,1.28,-0.15,432,8.22,-2.68,9.4,1,5222,196,4.518,-0.105,0.114,296.36893,46.957821,15.292
0,1,0,0,3.6037011,131.6711,0.0499,1.225,6.83,-0.482,2.994,0.111,-0.111,16112,568,-568,66.94,-29.9,1464,1089,-793.83,33.4,1,5633,203,4.016,-0.165,0.461,295.65799,42.801239,14.492
0,0,0,1,1.33258458,132.03624,0.00896,0.422,0.054,-0.422,3.222,0.316,-0.316,127,11.5,-11.5,1.25,-0.16,1868,2873.72,-1030.89,14.4,1,6384,175,4.419,-0.189,0.326,294.7005,46.573132,15.865
0,0,0,0,4.45342418,133.09066,0.00635,0.569,0.37,-0.354,3.654,0.188,-0.188,46.6,3.3,-3.3,0.9,-0.11,1331,740.51,-217.28,16.3,1,6256,114,4.269,-0.12,0.237,291.17328,44.921131,12.938
0,0,1,0,1.19087362,131.71838,0.0078,0.393,0.076,-0.393,1.785,0.298,-0.298,67.5,10.3,-10.3,0.73,-0.08,1489,1165.78,-353.25,8,1,5158,171,4.464,-0.105,0.122,294.59283,45.28772,15.28
1,0,0,0,513.42784,174.3904,0.0204,0.714,0.229,-0.52,6.278,0.836,-0.836,523.2,56.5,-56.5,14.87,-4.53,424,7.67,-4.26,11.5,1,4833,50,3.13,-0.105,0.995,300.16159,43.992931,13.175
0,0,0,0,3.25058201,133.69472,0.00312,0.684,0.017,-0.509,2.2537,0.098,-0.098,218.4,10.5,-10.5,1.19,-0.05,962,202.09,-31.85,24,3,5001,99,4.582,-0.048,0.046,285.99988,40.919319,14.194
0,0,0,0,6.481633073,122.977657,0.000755,0.833,0.021,-0.576,3.784,0.0339,-0.0339,298.5,2.7,-2.7,2.54,-0.12,1145,406.25,-52.79,125.6,1,5945,71,4.213,-0.027,0.058,290.39273,40.28487,12.365
0,0,0,0,33.4203001,159.1401,0.0152,0.789,0.182,-0.553,5.307,0.551,-0.551,436.6,58.5,-58.5,2.46,-0.28,581,27.02,-7.4,8.9,1,5731,104,4.372,-0.105,0.161,285.33063,42.040428,12.325
0,0,0,0,15.36845737,147.38965,0.00229,0.115,0.32,-0.115,2.4714,0.069,-0.069,756.1,26.4,-26.4,1.11,-0.16,332,2.86,-0.98,30.9,3,3561,71,4.855,-0.055,0.045,296.98505,43.65852,15.234
0,0,0,0,12.94123564,139.89901,0.00484,0.028,0.404,-0.028,4.636,0.133,-0.133,328.8,17.6,-17.6,1.7,-0.17,795,94.29,-27.77,22.1,1,6119,182,4.497,-0.208,0.288,296.85342,50.03735,15.012
0,0,0,0,14.3832267,140.57648,0.0053,0.7,0.013,-0.524,8.378,0.129,-0.129,178.5,5,-5,1.84,-0.31,889,147.78,-54.07,39,1,6115,122,4.249,-0.112,0.216,290.08276,50.86348,13.312
0,0,0,0,2.46106962,133.32138,0.00431,0.575,0.366,-0.356,2.184,0.11,-0.11,84.2,5.3,-5.3,0.84,-0.04,1195,483.09,-73.83,18,2,5418,98,4.534,-0.102,0.104,294.6741,42.075581,12.557
0,1,0,0,15.03946452,144.137252,0.000107,0.998,0.203,-0.002,5.39796,0.0074,-0.0074,66877,66.5,-66.5,51.71,-7.85,877,139.95,-50.94,1133.5,1,6410,162,4.329,-0.195,0.384,294.7312,40.15049,13.623
0,0,0,0,210.631486,300.72292,0.00618,0.642,0.016,-0.493,8.419,0.223,-0.223,1657.8,65.2,-65.2,3.23,-0.13,234,0.71,-0.1,25.9,1,4895,78,4.589,-0.046,0.041,287.30283,39.289688,15.195
0,1,0,0,4.592401261,133.139791,1.98E-05,0.272,0.002,-0.002,4.96038,0.00157,-0.00157,87426,18.3,-18.3,52.18,-11.02,1678,1872.74,-897.69,5784.8,1,7201,228,4.138,-0.198,0.546,291.26416,41.74884,12.93
0,0,1,1,2.1990638,133.06948,0.00596,0.489,0.393,-0.489,3.197,0.716,-0.716,344.8,27.2,-27.2,1.33,-0.14,1087,330.97,-94.78,19.3,1,5003,151,4.572,-0.052,0.072,298.77988,47.66095,15.957
1,0,1,0,0.592618966,132.09892,0.00238,0.083,0.372,-0.083,0.811,0.112,-0.112,91.4,9.1,-9.1,0.86,-0.09,2103,4626.58,-1286.95,14.9,1,5926,160,4.532,-0.221,0.276,286.45126,42.012489,14.973
0,0,0,0,7.97420583,174.52718,0.00211,0.128,0.266,-0.128,5.3503,0.0622,-0.0622,293.1,5.6,-5.6,1.85,-0.2,974,212.75,-56.31,55.1,1,5973,107,4.386,-0.12,0.168,296.85922,49.162048,13.928
0,1,0,0,0.843651274,131.9478111,4.24E-05,0.405,0.011,-0.007,2.80468,0.00133,-0.00133,305450,169,-169,39.98,-3.85,1553,1371.12,-367.76,1509.3,1,5220,141,4.578,-0.052,0.067,297.67096,41.87598,13.826
1,0,1,0,0.735146413,131.49953,0.00158,1.192,0.068,-0.168,5.053,0.146,-0.146,275.4,4.6,-4.6,168.34,-97.02,5366,195250.9,-163867.67,78,1,6611,180,3.112,-0.134,1.714,294.08896,39.128101,12.855
0,0,0,0,31.8055128,150.6791,0.0149,0.476,0.498,-0.275,3.979,0.312,-0.312,141.7,14.1,-14.1,0.63,-0.04,378,4.84,-1.06,10.9,2,4729,143,4.726,-0.024,0.028,288.45605,45.80212,13.831
0,0,1,1,1.89124453,132.6958,0.0122,0.734,0.241,-0.489,5.08,0.349,-0.349,31,2,-2,1.19,-0.13,2200,5537.41,-1568.29,19.4,1,5850,175,3.72,-0.176,0.626,290.33002,37.891029,12.76
0,0,0,0,11.89520436,132.8908,0.00365,0.067,0.384,-0.067,3.433,0.108,-0.108,184.3,9.7,-9.7,1.33,-0.13,787,90.77,-22.57,22.3,1,5649,112,4.411,-0.105,0.145,288.92401,46.057629,14.152
0,0,0,0,3.76181843,171.90364,0.00209,0.926,0,-0.663,3.5176,0.0901,-0.0901,510.6,16.4,-16.4,2.66,-0.26,1121,372.62,-104.51,35.9,1,5653,154,4.472,-0.188,0.26,283.31638,41.83712,15.257
0,0,0,0,10.1171684,137.44489,0.00213,0.296,0.16,-0.296,4.6677,0.0684,-0.0684,288.7,6.6,-6.6,3.07,-0.67,1163,433.41,-182.93,50.6,1,6306,81,4.077,-0.116,0.323,288.85529,48.208542,13.832
0,0,0,0,42.1406089,139.0604,0.00485,0.045,0.393,-0.045,5.083,0.155,-0.155,895.5,43.6,-43.6,1.85,-0.05,349,3.49,-0.47,21.6,5,4500,90,4.656,-0.043,0.043,285.16833,44.026459,15.791
0,0,1,0,21.8660922,138.517,0.00789,0.057,0.401,-0.057,2.03,0.309,-0.309,301.6,38,-38,1.88,-0.25,730,67.15,-23.49,9.2,1,6309,175,4.402,-0.203,0.364,291.73026,38.411461,15.019
0,0,0,0,12.4128518,140.35679,0.00702,0.711,0.251,-0.505,4.298,0.174,-0.174,108.1,6.5,-6.5,1.5,-0.27,933,179.24,-67.14,19.4,1,5945,118,4.196,-0.112,0.214,291.4743,44.68351,13.539
0,1,0,0,6.337614357,170.189414,0.000351,0.972,0.05,-0.026,1.742,0.0352,-0.0352,1807.4,19.2,-19.2,9.57,-2.63,1351,787.89,-429.98,132.7,1,6581,187,4.138,-0.16,0.423,290.20364,38.374931,13.406
1,0,1,1,0.585940879,131.705742,0.00066,1.254,0.133,-0.091,4.6979,0.0663,-0.0663,1943.6,13.6,-13.6,26.57,-2.34,1873,2897.54,-806.74,189.9,1,5459,191,4.583,-0.128,0.163,289.99408,46.304871,15.912
0,0,0,0,10.6761592,140.59136,0.00798,0.403,0.042,-0.403,4.594,0.23,-0.23,151,12.5,-12.5,1.79,-0.14,1049,285.79,-63.09,14.1,1,6460,116,4.267,-0.128,0.259,297.64227,49.594978,13.688
0,0,0,0,4.6126736,132.7757,0.00233,0.755,0.025,-0.535,3.0643,0.0681,-0.0681,133.2,4.3,-4.3,1.6,-0.24,1294,663.8,-222.14,34.3,1,6140,123,4.265,-0.125,0.23,292.42108,37.682819,12.992
0,1,0,0,0.793663156,131.79065,0.00153,0.4,0.056,-0.4,0.8244,0.0516,-0.0516,186.2,9.6,-9.6,1.14,-0.1,1614,1600.85,-411.8,23.7,1,5077,167,4.533,-0.072,0.083,281.44067,47.246471,14.549
0,0,1,1,40.244826,161.3679,0.0642,0.022,0.436,-0.022,4.303,0.251,-0.251,192.9,13.6,-13.6,115.94,-15.17,3302,28103.18,-8180.8,16.8,1,3674,80,0.452,-0.095,25.474,296.01974,43.23439,12.314
0,0,0,0,3.275821982,170.25357,0.00111,0.746,0.102,-0.517,3.0427,0.0375,-0.0375,274.9,4.9,-4.9,3.54,-0.85,1730,2121.23,-956.19,64.4,1,6185,80,4.013,-0.12,0.386,290.32278,44.035809,13.992
1,0,0,0,85.112898,171.8254,0.00987,0.033,0.408,-0.033,2.503,0.272,-0.272,513.8,79,-79,2.21,-0.24,422,7.48,-2.33,8,1,6018,169,4.485,-0.216,0.318,286.46753,38.385971,15.681
0,0,0,0,56.4349933,151.41082,0.00206,0.019,0.397,-0.019,4.7381,0.0712,-0.0712,580,14,-14,2.37,-0.28,465,11.04,-3.08,47.7,1,5534,110,4.381,-0.099,0.134,293.09399,42.896431,13.668
1,0,0,0,185.83013,295.002,0.15,0.037,0.42,-0.037,10.14,5.2,-5.2,72.6,11.3,-11.3,1.01,-0.17,370,4.42,-1.74,8.1,1,6137,165,4.286,-0.131,0.25,284.69919,43.681171,12.218
0,0,0,0,1.569066598,133.04032,0.00171,0.097,0.358,-0.097,2.7803,0.0469,-0.0469,147.2,3.5,-3.5,1.68,-0.34,1849,2763.39,-1098.21,48.7,1,5821,69,4.172,-0.108,0.228,292.04437,46.329029,13.93
0,0,0,0,3.0570982,134.50122,0.00626,0.104,0.352,-0.104,3.571,0.165,-0.165,144,10.6,-10.6,0.99,-0.09,1202,493.09,-127.58,15.7,1,6021,161,4.57,-0.189,0.209,293.85065,38.397751,14.803
0,0,0,0,12.81590421,122.94682,0.00119,0.58,0.005,-0.486,6.3856,0.0438,-0.0438,220.5,2.2,-2.2,2.26,-0.12,939,183.68,-27.85,106.7,1,5788,78,4.122,-0.027,0.094,291.38599,41.990269,11.197
0,1,0,0,17.99646148,139.5431461,5.59E-05,1.091,0.027,-0.031,4.65638,0.00238,-0.00238,62755,23.6,-23.6,114.45,-70.02,1004,240.38,-208.37,1951.8,1,5684,190,3.788,-0.164,0.688,283.01212,42.721272,11.511
0,0,1,1,1.89129881,132.6639,0.0125,0.699,0.25,-0.46,5.294,0.195,-0.195,82,3.3,-3.3,0.86,-0.05,1414,944.68,-153.49,29.8,1,5806,78,4.507,-0.12,0.12,290.35153,37.94857,13.911
0,1,0,0,0.962590772,132.421278,0.000406,1.236,3.593,-0.047,1.2569,0.0226,-0.0226,1021.6,12.3,-12.3,31.51,-4.06,2026,3989.37,-1435.93,90.4,1,6274,196,4.434,-0.216,0.343,291.36423,43.385921,14.843
1,0,0,0,417.829033,138.8786,0.0226,0.279,0.158,-0.279,15.05,1,-1,500.8,56.4,-56.4,2.19,-0.24,248,0.9,-0.28,8.9,1,6018,190,4.485,-0.224,0.318,285.94116,44.994148,15.499
0,1,1,0,9.60853601,137.74499,0.00666,1.229,74.01,-1.129,3.672,0.267,-0.267,584.4,37.2,-37.2,31.99,-4.09,984,221.77,-79.03,19.3,1,6377,174,4.398,-0.2,0.346,293.09589,47.996578,15.974
0,0,1,1,0.755101928,131.81199,0.00528,0.464,0.019,-0.464,3.044,0.172,-0.172,119.8,8.2,-8.2,0.91,-0.1,1763,2287.46,-674.25,18.1,1,5465,164,4.535,-0.124,0.163,284.34839,40.72826,15.443
0,1,1,1,2.637574744,134.212775,0.000597,0.909,0.002,-0.002,5.4573,0.0321,-0.0321,5423.5,32.4,-32.4,9.16,-1.01,1385,868.86,-273.05,222.8,1,6108,171,4.466,-0.216,0.341,293.6701,46.29567,15.106
0,0,1,0,4.66229074,169.65558,0.00291,1.197,15.17,-0.332,3.73,0.172,-0.172,345.4,14.1,-14.1,24.12,-2.47,1166,437.35,-131.67,29.8,1,6191,172,4.454,-0.2,0.293,290.62134,38.695499,14.367
0,0,0,0,1.118547814,132.84826,0.00224,0.221,0.249,-0.221,1.5534,0.0761,-0.0761,234.8,13,-13,0.98,-0.07,1174,447.97,-97.09,21.7,1,4496,134,4.65,-0.049,0.058,296.60342,44.129261,15.793
0,1,0,0,282.5363563,241.528666,0.000203,1.227,0.197,-0.07,10.3088,0.0153,-0.0153,29233,40,-40,70.53,-16.46,360,3.98,-1.99,854.1,1,6401,181,4.175,-0.175,0.402,291.8476,39.143566,13.252
0,0,0,0,282.5253558,363.071925,0.000289,0.248,0.05,-0.075,10.7965,0.0292,-0.0292,9746.4,16.7,-16.7,8.98,-0.47,264,1.15,-0.2,696,1,5725,102,4.506,-0.113,0.133,289.76361,51.962601,12.62
0,0,0,0,140.10765,216.21749,0.00975,0.019,0.367,-0.019,18.503,0.333,-0.333,266.8,9.6,-9.6,3.42,-0.93,511,16.17,-8.25,29,2,6207,112,3.963,-0.105,0.35,292.04462,37.37624,13.038
0,0,0,0,3.905081685,133.4150433,7.45E-05,0.131,0.016,-0.111,2.8213,0.00486,-0.00486,21340,17.9,-17.9,12.78,-0.52,1046,282.59,-44.46,1315.8,1,5543,88,4.54,-0.052,0.059,294.86551,46.285851,15.127
0,0,0,0,11.51517167,174.85855,0.00106,0.311,0.124,-0.311,2.006,0.0382,-0.0382,1357.4,30.3,-30.3,2.9,-0.19,657,43.96,-10.12,53.2,1,5177,155,4.59,-0.102,0.108,284.68887,46.172249,15.386
0,0,0,0,14.37457572,138.20189,0.00192,0.035,0.384,-0.035,4.7892,0.057,-0.057,335.8,6.6,-6.6,1.94,-0.24,779,87.24,-25.3,55.2,1,5768,115,4.358,-0.11,0.16,293.37225,44.785141,13.749
0,1,0,0,7.94671044,140.708207,0.000428,1.255,6.19,-0.175,2.8419,0.0238,-0.0238,6084.4,44.9,-44.9,27.43,-1.91,673,48.5,-10.88,165.3,1,4859,146,4.626,-0.063,0.08,287.80457,46.23893,15.791
0,0,0,0,47.4277116,216.55737,0.00205,0.678,0.197,-0.461,5.2679,0.0775,-0.0775,820.4,17.5,-17.5,2.33,-0.12,407,6.46,-1.1,49.9,1,5132,102,4.571,-0.052,0.054,284.96851,42.079201,14.157
0,1,0,0,1.734221252,132.833439,0.000221,0.553,0.201,-0.048,2.4577,0.0156,-0.0156,289820,2292,-2292,42.06,-4.01,1114,363.79,-100.05,542.2,1,4765,142,4.584,-0.032,0.055,280.34384,43.596142,15.726
0,1,0,0,0.536650319,131.71106,0.00432,0.61,0.024,-0.507,2.383,0.129,-0.129,41.9,1.8,-1.8,1.35,-0.45,3195,24688.55,-14922.46,31,1,6020,183,3.922,-0.095,0.357,297.32971,46.136089,12.649
0,0,0,0,12.37646897,179.404945,0.000869,0.468,0.347,-0.276,2.7075,0.0376,-0.0376,1709,23.8,-23.8,2.53,-0.11,483,12.87,-2.07,81.2,1,4200,84,4.664,-0.025,0.028,285.48505,48.054321,14.897
0,0,0,0,20.17202467,141.209182,0.00039,0.334,0.148,-0.224,3.1488,0.0248,-0.0248,5368.1,26.2,-26.2,6.24,-0.55,564,24,-5.19,226.8,1,5064,83,4.474,-0.03,0.038,299.21317,41.424831,14.711
0,0,0,0,9.99760285,171.78828,0.00204,0.851,0.049,-0.588,3.4423,0.0746,-0.0746,638.7,18.3,-18.3,2.82,-0.29,860,129.18,-38.43,39,1,6004,181,4.484,-0.208,0.302,294.98914,46.838329,14.957
0,0,0,0,3.341799486,141.35472,0.00123,0.426,0.453,-0.271,2.9254,0.0349,-0.0349,178.2,4,-4,1.67,-0.26,1356,798.41,-279.35,48.8,2,5873,93,4.293,-0.12,0.213,291.65317,44.688271,13.492
0,0,0,0,3.949627144,134.61096,0.00113,0.049,0.379,-0.049,1.5485,0.0387,-0.0387,807.2,21.7,-21.7,2.32,-0.22,966,206.05,-56.01,45.1,1,5155,170,4.523,-0.084,0.104,292.35394,46.22628,15.623
0,0,0,0,7.99022379,132.268,0.00573,0.107,0.353,-0.107,3.273,0.144,-0.144,165.9,11.1,-11.1,1.97,-0.46,1113,361.73,-161,17.6,1,5689,85,4.065,-0.105,0.241,296.38882,41.040569,14.59
1,0,0,0,402.41511,512.3896,0.0172,0.281,0.172,-0.281,5.156,0.368,-0.368,780.6,76.9,-76.9,2.52,-0.2,253,0.96,-0.23,9.5,1,6251,169,4.53,-0.221,0.277,292.04956,42.870251,12.987
0,0,0,0,11.08507658,355.03627,0.0034,0.819,0.005,-0.582,1.751,0.103,-0.103,771.8,51.1,-51.1,2.5,-0.23,665,46.17,-12.76,17.7,2,5080,184,4.538,-0.065,0.089,291.88126,44.555729,15.938
0,0,0,0,4.02877097,133.76774,0.00487,0.193,0.265,-0.193,3.173,0.133,-0.133,100.4,6,-6,1.21,-0.19,1311,699.45,-244.92,18.6,2,6052,121,4.285,-0.112,0.208,288.37024,43.35461,13.268
0,0,1,0,0.589458602,131.82156,0.00261,0.086,0.368,-0.086,0.8278,0.0891,-0.0891,158.4,12.6,-12.6,0.98,-0.13,1848,2736.51,-928.9,17.3,1,5286,202,4.517,-0.095,0.11,295.45059,50.54211,15.314
0,1,0,0,2.015152464,132.1127635,3.93E-05,0.308,0.003,-0.003,8.17997,0.00242,-0.00242,561690,112,-112,132.05,-27.14,2107,4657.05,-2142.06,4129.6,1,6988,194,4.163,-0.192,0.55,286.59497,45.69828,13.705
1,0,0,1,12.427076,141.4085,0.028,0.026,0.433,-0.026,17.447,0.834,-0.834,47.5,2.1,-2.1,0.82,-0.19,870,135.77,-64.41,25.3,1,5841,176,4.278,-0.185,0.327,297.56931,40.619637,11.6
0,0,0,0,34.0350605,134.42752,0.00346,0.474,0.044,-0.45,6.695,0.124,-0.124,727.8,18.9,-18.9,2.76,-0.29,583,27.24,-8.41,41.3,2,6063,181,4.47,-0.216,0.318,289.55328,43.876179,14.939
0,0,0,0,42.949522,153.73786,0.00264,0.013,0.42,-0.013,5.4154,0.0898,-0.0898,959.1,25.2,-25.2,2.98,-0.35,487,13.29,-3.57,40.7,2,5312,79,4.384,-0.074,0.107,283.0228,47.261131,14.621
0,1,1,0,22.44620704,149.1595,0.0011,1.256,0.689,-0.16,7.5491,0.0592,-0.0592,1626.8,14,-14,58.2,-18.64,894,150.81,-88.39,138.8,1,6070,165,3.969,-0.117,0.332,297.7937,41.402401,11.878
0,0,0,0,34.7630543,161.74217,0.00531,0.731,0.204,-0.511,4.309,0.134,-0.134,293.7,13.2,-13.2,1.75,-0.22,554,22.23,-6.6,24,1,5670,113,4.387,-0.092,0.124,292.32645,38.657581,13.865
0,0,1,0,1.49131759,132.1676,0.0149,0.467,0.522,-0.255,4.721,0.435,-0.435,25.8,3,-3,1.26,-0.7,2475,8873.77,-7341.02,10.3,1,6014,192,3.782,-0.136,0.537,298.30786,41.965389,13.953
0,0,1,0,16.9329284,132.15407,0.00216,0.319,0.117,-0.319,1.218,0.0673,-0.0673,488.3,28.9,-28.9,2.46,-0.28,793,93.34,-30.31,20.4,1,6310,174,4.417,-0.202,0.346,290.06293,39.922272,14.779
1,0,0,0,375.408923,364.4869,0.0235,0.529,0.023,-0.441,11.438,0.401,-0.401,87.3,6.4,-6.4,4.48,-2.47,858,128.15,-107.31,15.3,1,11357,265,3.667,-0.055,0.417,284.34103,47.55378,10.25
0,0,0,0,16.54967098,171.69398,0.00208,0.88,0.051,-0.622,4.3808,0.0856,-0.0856,744.5,17,-17,2.95,-0.41,656,43.72,-15.12,46.8,1,5372,160,4.434,-0.154,0.194,280.64136,47.751942,14.68
0,0,0,0,16.56806842,146.15285,0.00231,0.164,0.279,-0.164,4.2647,0.0826,-0.0826,1331.4,35.3,-35.3,2.54,-0.11,548,21.27,-3.07,41.9,1,4987,80,4.602,-0.038,0.04,292.46976,37.567791,15.391
0,0,0,0,56.2279271,132.29259,0.00471,0.7,0.208,-0.496,3.57,0.134,-0.134,862.7,44.9,-44.9,2.37,-0.09,366,4.22,-0.6,20.9,2,4959,99,4.603,-0.06,0.054,294.20215,40.66341,15.208
0,0,1,0,1.97515457,132.6578,0.0125,0.027,0.435,-0.027,2.633,0.494,-0.494,66.1,8.4,-8.4,0.92,-0.18,1504,1207,-510.55,9.2,1,5571,166,4.31,-0.175,0.304,292.8699,39.844429,14.878
1,0,1,0,4.3206933,131.8905,0.0507,0.973,0.004,-0.01,50.68,2.5,-2.5,147.9,8.1,-8.1,1.66,-0.2,1205,499.09,-166.53,35.7,1,6225,185,4.45,-0.2,0.314,293.26874,41.850719,15.604
0,1,1,0,0.806277023,131.78567,0.00672,0.697,0.26,-0.451,7.275,0.312,-0.312,70.8,3.8,-3.8,0.89,-0.09,2046,4119.09,-1221.11,37.9,1,6122,165,4.471,-0.229,0.324,290.81723,38.53912,13.614
0,1,0,0,351.2878737,207.294303,0.000207,0.712,0.011,-0.01,11.2066,0.0169,-0.0169,134630,222,-222,38.47,-3.54,252,0.96,-0.27,1002.8,1,5911,158,4.519,-0.184,0.253,295.4931,43.99353,15.703
0,0,0,0,3.024092505,132.4168573,6.22E-05,0.424,0.031,-0.046,2.8021,0.0103,-0.0103,7765,8.6,-8.6,12.14,-0.95,1489,1162.54,-267.02,1225.3,1,6063,108,4.261,-0.045,0.088,285.24084,46.668251,13.958
0,0,0,0,4.77800306,124.061465,0.000588,0.02,0.359,-0.02,2.7361,0.0184,-0.0184,473,4.6,-4.6,1.85,-0.14,932,177.79,-37.22,115.4,2,5192,103,4.489,-0.054,0.065,299.13922,40.94902,13.04
0,0,1,1,1.710279417,131.61739,0.00378,0.473,0.066,-0.416,2.252,0.111,-0.111,228.8,13.6,-13.6,1.57,-0.17,1524,1272.5,-415.67,19.9,1,5834,182,4.472,-0.173,0.237,292.71729,41.901218,15.795
0,0,0,0,56.2590881,164.21993,0.00382,0.026,0.383,-0.026,8.114,0.114,-0.114,348.8,12,-12,2.22,-0.35,543,20.49,-7.12,29.7,5,6038,121,4.284,-0.112,0.189,291.11188,39.949108,14.247
0,1,0,0,1.928420823,131.58805,0.00208,0.818,0.028,-0.033,3.8253,0.0098,-0.0098,191240,530,-530,79.4,-14.85,1882,2960.96,-1287.69,438.3,1,6615,185,4.257,-0.192,0.402,284.52118,39.950661,15.175
0,0,0,0,7.41683033,137.96389,0.00868,0.873,0.002,-0.621,7.274,0.225,-0.225,72.6,3.9,-3.9,3.36,-0.56,1425,973.85,-338.44,20.6,1,4938,69,3.45,-0.13,0.613,290.62183,51.057301,13.007
0,1,1,1,0.566798827,131.81946,0.00551,0.25,0.231,-0.25,3.662,0.183,-0.183,34.9,2.3,-2.3,0.52,-0.07,2045,4154.8,-1412.99,21.9,1,5548,182,4.473,-0.163,0.217,291.18863,42.59071,13.656
0,0,0,0,4.13443512,172.97937,0.0019,0.762,0.139,-0.532,3.1402,0.0673,-0.0673,686,18.7,-18.7,2.77,-0.3,1160,427.65,-136.7,40.2,2,6046,189,4.486,-0.229,0.315,296.28613,48.22467,15.714
0,0,0,1,4.887806806,354.539481,0.000606,0.561,0.011,-0.464,2.4078,0.0411,-0.0411,4676,46.1,-46.1,5.71,-0.58,918,167.54,-50.12,116.1,1,5284,185,4.523,-0.102,0.133,297.71039,48.083832,15.399
0,1,0,0,20.35509657,175.3437299,6.81E-05,0.503,0.005,-0.005,5.33265,0.00637,-0.00637,25080,16.9,-16.9,17.53,-2.33,720,63.6,-22.32,1703.2,1,6081,184,4.404,-0.217,0.334,290.42538,41.139149,14.557
0,0,0,0,2.684328541,133.3548095,2.55E-05,0.076,0.008,-0.053,2.69382,0.00073,-0.00073,18136,7.4,-7.4,12.73,-1.45,1265,603.57,-154.5,2833.1,1,5561,74,4.411,-0.09,0.12,292.85574,46.391178,14.29
1,0,1,1,12.4239677,141.676,0.0639,0.007,0.447,-0.007,16.01,1.7,-1.7,162.4,13.4,-13.4,0.87,-0.09,606,31.93,-9.22,12.8,1,4995,151,4.58,-0.039,0.065,297.6394,40.490452,15.706
0,1,0,0,4.944046127,134.192012,0.000609,0.964,0.052,-0.041,4.50334,0.00952,-0.00952,112500,228,-228,54.29,0,1069,308.53,0,537.2,1,5780,156,4.438,-0.121,0.233,292.69629,37.707237,16.237
0,1,0,0,58.5850357,140.799676,0.000129,1.309,0.296,-0.192,3.5939,0.0142,-0.0142,75468,151,-151,149.98,-48.81,707,59.16,-35.06,656.5,1,6379,174,3.925,-0.117,0.432,297.03964,49.469139,13.061
